INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162022172,311,Robbery,ROBBERY - COMMERCIAL,A7,22,,3/22/16 8:38,2016,3,Tuesday,8,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172067846,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,8/17/17 14:32,2017,8,Thursday,14,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172017117,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,3/3/17 12:16,2017,3,Friday,12,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152055228,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,22,,7/4/15 16:24,2015,7,Saturday,16,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172030732,3410,Towed,TOWED MOTOR VEHICLE,A7,23,,4/20/17 8:06,2017,4,Thursday,8,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152098618,3410,Towed,TOWED MOTOR VEHICLE,A7,22,,11/29/15 1:46,2015,11,Sunday,1,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172097129,1402,Vandalism,VANDALISM,A7,23,,11/21/17 12:47,2017,11,Tuesday,12,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172000793,1402,Vandalism,VANDALISM,A7,22,,1/4/17 6:35,2017,1,Wednesday,6,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I162068672,1402,Vandalism,VANDALISM,A7,22,,3/16/16 20:42,2016,3,Wednesday,20,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I162058596,1402,Vandalism,VANDALISM,A7,22,,7/22/16 23:14,2016,7,Friday,23,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152097538,1402,Vandalism,VANDALISM,A7,23,,11/24/15 17:58,2015,11,Tuesday,17,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172100459,3301,Verbal Disputes,VERBAL DISPUTE,A7,22,,12/3/17 18:16,2017,12,Sunday,18,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152075161,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,22,,9/10/15 10:25,2015,9,Thursday,10,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152106468,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,A7,31,,12/26/15 12:30,2015,12,Saturday,12,Part Two,BREMEN ST,42.37657847,-71.02993885,"(42.37657847, -71.02993885)"
I172106920,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A7,31,,12/28/17 15:11,2017,12,Thursday,15,Part Three,BREMEN ST,42.37657847,-71.02993885,"(42.37657847, -71.02993885)"
I162064632,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A7,31,,8/11/16 15:41,2016,8,Thursday,15,Part Three,BREMEN ST,42.37657847,-71.02993885,"(42.37657847, -71.02993885)"
I172053939,2647,Other,THREATS TO DO BODILY HARM,A7,31,,7/4/17 19:00,2017,7,Tuesday,19,Part Two,BREMEN ST,42.37657847,-71.02993885,"(42.37657847, -71.02993885)"
I172034706,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,31,,5/3/17 13:56,2017,5,Wednesday,13,Part Two,BREMEN ST,42.37657847,-71.02993885,"(42.37657847, -71.02993885)"
I172047674,1402,Vandalism,VANDALISM,A7,31,,6/14/17 22:30,2017,6,Wednesday,22,Part Two,BREMEN ST,42.37657847,-71.02993885,"(42.37657847, -71.02993885)"
I172003228,1402,Vandalism,VANDALISM,A7,31,,1/12/17 18:15,2017,1,Thursday,18,Part Two,BREMEN ST,42.37657847,-71.02993885,"(42.37657847, -71.02993885)"
I172008368,724,Auto Theft,AUTO THEFT,A7,22,,1/23/17 19:00,2017,1,Monday,19,Part One,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I172008368,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,22,,1/23/17 19:00,2017,1,Monday,19,Other,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162095650,2629,Harassment,HARASSMENT,A7,20,,11/1/16 9:00,2016,11,Tuesday,9,Part Two,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162054904,2629,Harassment,HARASSMENT,A7,20,,7/10/16 17:00,2016,7,Sunday,17,Part Two,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162100175,617,Larceny,LARCENY THEFT FROM BUILDING,A7,20,,12/8/16 15:52,2016,12,Thursday,15,Part One,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I152052379,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,22,,6/24/15 20:08,2015,6,Wednesday,20,Part Three,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162077777,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ¾DAMAGE,A7,20,,9/23/16 2:58,2016,9,Friday,2,Part Three,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162021820,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,20,,3/20/16 20:13,2016,3,Sunday,20,Part Three,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I172002009,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A7,20,,1/8/17 12:49,2017,1,Sunday,12,Part Two,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162102259,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,20,,12/15/16 18:19,2016,12,Thursday,18,Part Two,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162097635,1402,Vandalism,VANDALISM,A7,20,,11/29/16 0:00,2016,11,Tuesday,0,Part Two,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162011320,1402,Vandalism,VANDALISM,A7,20,,2/11/16 18:59,2016,2,Thursday,18,Part Two,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162104958,3301,Verbal Disputes,VERBAL DISPUTE,A7,20,,12/26/16 11:29,2016,12,Monday,11,Part Three,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I162105196,3125,Warrant Arrests,WARRANT ARREST,A7,20,,12/27/16 10:21,2016,12,Tuesday,10,Part Three,BROOKS ST,42.37662398,-71.03332247,"(42.37662398, -71.03332247)"
I172040769,1844,Drug Violation,DRUGS - POSS CLASS C,A7,23,,5/23/17 17:01,2017,5,Tuesday,17,Part Two,MARION ST,42.37664527,-71.03625455,"(42.37664527, -71.03625455)"
I152095975,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,23,,11/19/15 10:22,2015,11,Thursday,10,Part Two,MARION ST,42.37664527,-71.03625455,"(42.37664527, -71.03625455)"
I172099443,301,Robbery,ROBBERY - STREET,A7,23,,11/30/17 1:00,2017,11,Thursday,1,Part One,MARION ST,42.37664527,-71.03625455,"(42.37664527, -71.03625455)"
I162027234,1402,Vandalism,VANDALISM,A7,23,,4/6/16 13:30,2016,4,Wednesday,13,Part Two,MARION ST,42.37664527,-71.03625455,"(42.37664527, -71.03625455)"
I172064770,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,20,,8/8/17 6:35,2017,8,Tuesday,6,Part One,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172017024,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,20,,3/3/17 0:57,2017,3,Friday,0,Part One,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172057465,2403,Disorderly Conduct,DISTURBING THE PEACE,A7,20,,7/16/17 4:21,2017,7,Sunday,4,Part Two,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172100116,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A7,20,,12/2/17 14:06,2017,12,Saturday,14,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I182002027,3115,Investigate Person,INVESTIGATE PERSON,A7,20,,1/9/18 8:17,2018,1,Tuesday,8,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172107230,3115,Investigate Person,INVESTIGATE PERSON,A7,20,,12/29/17 21:06,2017,12,Friday,21,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I162020339,3115,Investigate Person,INVESTIGATE PERSON,A7,20,,3/15/16 20:20,2016,3,Tuesday,20,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172038227,3114,Investigate Property,INVESTIGATE PROPERTY,A7,20,,5/15/17 17:40,2017,5,Monday,17,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I162026005,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,20,,4/4/16 11:10,2016,4,Monday,11,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172066341,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,20,,8/12/17 17:30,2017,8,Saturday,17,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I162087965,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ¾DAMAGE,A7,20,,10/27/16 10:21,2016,10,Thursday,10,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I152069481,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,20,,8/21/15 9:30,2015,8,Friday,9,Part One,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I152053037,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,20,,6/26/15 14:00,2015,6,Friday,14,Part One,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172049545,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,20,,6/20/17 22:39,2017,6,Tuesday,22,Part Two,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I162022178,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,20,,3/22/16 8:56,2016,3,Tuesday,8,Part Two,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I162012409,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,20,,2/16/16 12:04,2016,2,Tuesday,12,Part Two,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172057940,3410,Towed,TOWED MOTOR VEHICLE,A7,20,,7/17/17 16:22,2017,7,Monday,16,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172058883,1402,Vandalism,VANDALISM,A7,20,,7/19/17 17:00,2017,7,Wednesday,17,Part Two,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172057465,1402,Vandalism,VANDALISM,A7,20,,7/16/17 4:21,2017,7,Sunday,4,Part Two,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172040036,1402,Vandalism,VANDALISM,A7,20,,5/21/17 0:00,2017,5,Sunday,0,Part Two,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I162050478,1402,Vandalism,VANDALISM,A7,20,,6/24/16 20:30,2016,6,Friday,20,Part Two,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I152063950,1402,Vandalism,VANDALISM,A7,20,,8/3/15 2:30,2015,8,Monday,2,Part Two,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172046936,3301,Verbal Disputes,VERBAL DISPUTE,A7,20,,6/12/17 22:49,2017,6,Monday,22,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I152057570,3301,Verbal Disputes,VERBAL DISPUTE,A7,20,,7/12/15 16:19,2015,7,Sunday,16,Part Three,MORRIS ST,42.37670946,-71.03176211,"(42.37670946, -71.03176211)"
I172066195,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,23,,8/12/17 12:20,2017,8,Saturday,12,Part One,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I152085708,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A7,26,,10/15/15 12:39,2015,10,Thursday,12,Part One,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172100117,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,23,,12/2/17 12:00,2017,12,Saturday,12,Part Two,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172100062,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,23,,12/2/17 12:05,2017,12,Saturday,12,Part Two,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172075875,3115,Investigate Person,INVESTIGATE PERSON,A7,23,,9/12/17 19:00,2017,9,Tuesday,19,Part Three,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172070097,3115,Investigate Person,INVESTIGATE PERSON,A7,23,,8/24/17 16:27,2017,8,Thursday,16,Part Three,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I162039673,617,Larceny,LARCENY THEFT FROM BUILDING,A7,23,,5/21/16 8:40,2016,5,Saturday,8,Part One,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I152098715,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,26,,11/28/15 17:00,2015,11,Saturday,17,Part One,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172038898,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,5/17/17 15:54,2017,5,Wednesday,15,Part Three,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172037818,3001,Medical Assistance,DEATH INVESTIGATION,A7,26,,5/13/17 23:46,2017,5,Saturday,23,Part Three,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I162083727,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,10/12/16 17:37,2016,10,Wednesday,17,Part Three,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172095493,2647,Other,THREATS TO DO BODILY HARM,A7,26,,11/15/17 17:23,2017,11,Wednesday,17,Part Two,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I162035523,3201,Property Lost,PROPERTY - LOST,A7,23,,4/1/16 14:00,2016,4,Friday,14,Part Three,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172072748,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,26,,9/2/17 11:21,2017,9,Saturday,11,Part One,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I162027694,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,23,,4/9/16 7:37,2016,4,Saturday,7,Part One,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172013196,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,28,,2/17/17 20:45,2017,2,Friday,20,Part Two,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I162000882,3410,Towed,TOWED MOTOR VEHICLE,A7,23,,1/4/16 9:30,2016,1,Monday,9,Part Three,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I152105094,3410,Towed,TOWED MOTOR VEHICLE,A7,26,,12/21/15 9:05,2015,12,Monday,9,Part Three,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172017761,1402,Vandalism,VANDALISM,A7,26,,3/6/17 3:14,2017,3,Monday,3,Part Two,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I172027476,3301,Verbal Disputes,VERBAL DISPUTE,A7,23,,4/8/17 23:14,2017,4,Saturday,23,Part Three,MERIDIAN ST,42.37673508,-71.03914119,"(42.37673508, -71.03914119)"
I162071421,724,Auto Theft,AUTO THEFT,A7,20,,9/1/16 15:50,2016,9,Thursday,15,Part One,PUTNAM ST,42.37678855,-71.03022886,"(42.37678855, -71.03022886)"
I172011990,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,20,,2/12/17 19:30,2017,2,Sunday,19,Part Three,PUTNAM ST,42.37678855,-71.03022886,"(42.37678855, -71.03022886)"
I162076792,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A7,23,,9/14/16 0:00,2016,9,Wednesday,0,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162083377,1845,Drug Violation,DRUGS - POSS CLASS D,A7,23,,10/11/16 16:20,2016,10,Tuesday,16,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162001810,1845,Drug Violation,DRUGS - POSS CLASS D,A7,23,,1/7/16 13:47,2016,1,Thursday,13,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162001810,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,23,,1/7/16 13:47,2016,1,Thursday,13,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162047273,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,23,,6/15/16 8:34,2016,6,Wednesday,8,Part One,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172026642,3115,Investigate Person,INVESTIGATE PERSON,A7,23,,4/6/17 1:55,2017,4,Thursday,1,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172018189,3115,Investigate Person,INVESTIGATE PERSON,A7,23,,3/7/17 15:07,2017,3,Tuesday,15,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162099633,3115,Investigate Person,INVESTIGATE PERSON,A7,23,,12/6/16 20:27,2016,12,Tuesday,20,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162083310,3115,Investigate Person,INVESTIGATE PERSON,A7,23,,10/11/16 12:11,2016,10,Tuesday,12,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I152079741,3115,Investigate Person,INVESTIGATE PERSON,A7,23,,9/24/15 22:40,2015,9,Thursday,22,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162058451,3114,Investigate Property,INVESTIGATE PROPERTY,A7,23,,7/22/16 13:45,2016,7,Friday,13,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162023786,3114,Investigate Property,INVESTIGATE PROPERTY,A7,23,,3/27/16 21:14,2016,3,Sunday,21,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162070919,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,A7,23,,8/31/16 16:06,2016,8,Wednesday,16,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172100771,617,Larceny,LARCENY THEFT FROM BUILDING,A7,23,,12/4/17 20:42,2017,12,Monday,20,Part One,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I152103646,617,Larceny,LARCENY THEFT FROM BUILDING,A7,23,,12/16/15 8:53,2015,12,Wednesday,8,Part One,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172081692,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A7,23,,9/30/17 10:30,2017,9,Saturday,10,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172069380,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,8/22/17 13:27,2017,8,Tuesday,13,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172049527,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,6/20/17 21:26,2017,6,Tuesday,21,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172030675,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,4/19/17 23:04,2017,4,Wednesday,23,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172023979,3007,Medical Assistance,SUDDEN DEATH,A7,23,,3/28/17 7:35,2017,3,Tuesday,7,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I152083566,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,10/8/15 2:01,2015,10,Thursday,2,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172087203,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,23,,10/18/17 2:04,2017,10,Wednesday,2,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172081530,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,23,,9/30/17 2:00,2017,9,Saturday,2,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172087203,3501,Missing Person Reported,MISSING PERSON,A7,23,,10/18/17 2:04,2017,10,Wednesday,2,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172081530,3501,Missing Person Reported,MISSING PERSON,A7,23,,9/30/17 2:00,2017,9,Saturday,2,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172040955,3501,Missing Person Reported,MISSING PERSON,A7,23,,5/21/17 10:00,2017,5,Sunday,10,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172079482,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ¾DAMAGE,A7,23,,9/24/17 1:15,2017,9,Sunday,1,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172007426,3102,Other,INVESTIGATION FOR ANOTHER AGENCY,A7,23,,1/27/17 19:12,2017,1,Friday,19,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162083377,2610,Other,TRESPASSING,A7,23,,10/11/16 16:20,2016,10,Tuesday,16,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172065387,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,23,,8/10/17 0:10,2017,8,Thursday,0,Part One,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I152096198,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,23,,11/19/15 11:00,2015,11,Thursday,11,Part One,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162073475,2006,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W ARREST,A7,23,,9/9/16 12:52,2016,9,Friday,12,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162040104,301,Robbery,ROBBERY - STREET,A7,23,,5/23/16 1:15,2016,5,Monday,1,Part One,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I152060414,301,Robbery,ROBBERY - STREET,A7,23,,7/21/15 22:18,2015,7,Tuesday,22,Part One,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162063966,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,8/9/16 15:35,2016,8,Tuesday,15,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172057791,3410,Towed,TOWED MOTOR VEHICLE,A7,23,,7/17/17 11:41,2017,7,Monday,11,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172028708,3410,Towed,TOWED MOTOR VEHICLE,A7,23,,4/13/17 7:11,2017,4,Thursday,7,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172028707,3410,Towed,TOWED MOTOR VEHICLE,A7,23,,4/13/17 7:10,2017,4,Thursday,7,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I152074317,3410,Towed,TOWED MOTOR VEHICLE,A7,23,,9/7/15 12:40,2015,9,Monday,12,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172021179,1402,Vandalism,VANDALISM,A7,23,,3/18/17 15:36,2017,3,Saturday,15,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162071757,1402,Vandalism,VANDALISM,A7,23,,9/2/16 23:45,2016,9,Friday,23,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I162047273,3125,Warrant Arrests,WARRANT ARREST,A7,23,,6/15/16 8:34,2016,6,Wednesday,8,Part Three,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)"
I172035661,423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,22,,5/6/17 5:40,2017,5,Saturday,5,Part One,BENNINGTON ST,42.37684713,-71.03367179,"(42.37684713, -71.03367179)"
I162036153,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,22,,5/9/16 18:31,2016,5,Monday,18,Part Two,BENNINGTON ST,42.37684713,-71.03367179,"(42.37684713, -71.03367179)"
I162056463,3114,Investigate Property,INVESTIGATE PROPERTY,A7,22,,7/15/16 22:42,2016,7,Friday,22,Part Three,BENNINGTON ST,42.37684713,-71.03367179,"(42.37684713, -71.03367179)"
